id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,3:03,3:04,3:05,3:08,4:03,4:04,4:05,4:08,5:03,5:04,5:05,5:08,8:03,8:04,8:05,8:08
CPI-SC04936738A,COL11A1_a10b1 complex,simple:P12107,complex:a10b1 complex,ENSG00000060718,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC02B111AB0,COL6A1_a10b1 complex,simple:P12109,complex:a10b1 complex,ENSG00000142156,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0CE851065,COL6A2_a10b1 complex,simple:P12110,complex:a10b1 complex,ENSG00000142173,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07375C073,COL6A3_a10b1 complex,simple:P12111,complex:a10b1 complex,ENSG00000163359,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC07ECBFCA7,COL1A1_a10b1 complex,simple:P02452,complex:a10b1 complex,ENSG00000108821,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D6C777F2,COL11A2_a10b1 complex,simple:P13942,complex:a10b1 complex,ENSG00000204248,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC041DEF0FB,COL5A1_a10b1 complex,simple:P20908,complex:a10b1 complex,ENSG00000130635,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0C907A888,COL8A2_a10b1 complex,simple:P25067,complex:a10b1 complex,ENSG00000171812,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08B1D5269,COL5A3_a10b1 complex,simple:P25940,complex:a10b1 complex,ENSG00000080573,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F8101D41,COL8A1_a10b1 complex,simple:P27658,complex:a10b1 complex,ENSG00000144810,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC087556B01,COL4A5_a10b1 complex,simple:P29400,complex:a10b1 complex,ENSG00000188153,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08E75294D,COL15A1_a10b1 complex,simple:P39059,complex:a10b1 complex,ENSG00000204291,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC004A436C5,COL12A1_a1b1 complex,simple:Q99715,complex:a1b1 complex,ENSG00000111799,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC00C0800EB,COL4A4_a10b1 complex,simple:P53420,complex:a10b1 complex,ENSG00000081052,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A3F146C2,COL4A3_a10b1 complex,simple:Q01955,complex:a10b1 complex,ENSG00000169031,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC008F4294F,COL7A1_a10b1 complex,simple:Q02388,complex:a10b1 complex,ENSG00000114270,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0F74C069F,COL9A1_a10b1 complex,simple:P20849,complex:a10b1 complex,ENSG00000112280,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC00BE2EEE3,COL20A1_a1b1 complex,simple:Q9P218,complex:a1b1 complex,ENSG00000101203,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A7B487D4,KLRG2_WNT11,simple:A4D1S0,simple:O96014,ENSG00000188883,ENSG00000085741,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EAF80261,SEMA7A_a1b1 complex,simple:O75326,complex:a1b1 complex,ENSG00000138623,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS0BE59B43E,BMR1A_AVR2B_BMP2,complex:BMR1A_AVR2B,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS08A043594,BMR1B_AVR2A_BMP2,complex:BMR1B_AVR2A,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS058910188,BMR1B_AVR2B_BMP2,complex:BMR1B_AVR2B,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E54FF657,BMPR1A_BMPR2_BMP4,complex:BMPR1A_BMPR2,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0107C51C6,BMPR1B_BMPR2_BMP4,complex:BMPR1B_BMPR2,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS012D15A88,BMR1A_ACR2A_BMP4,complex:BMR1A_ACR2A,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0BCDC40FC,BMR1A_AVR2B_BMP4,complex:BMR1A_AVR2B,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS02957B1BF,BMR1B_AVR2A_BMP4,complex:BMR1B_AVR2A,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E997FABD,BMR1B_AVR2B_BMP4,complex:BMR1B_AVR2B,simple:P12644,,ENSG00000125378,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS09CECD20D,BMPR1A_BMPR2_GDF5,complex:BMPR1A_BMPR2,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS075442484,BMR1A_ACR2A_BMP2,complex:BMR1A_ACR2A,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0700FDD27,BMPR1B_BMPR2_GDF5,complex:BMPR1B_BMPR2,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS036BF2AC7,BMR1A_AVR2B_GDF5,complex:BMR1A_AVR2B,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS069E2161D,BMR1B_AVR2A_GDF5,complex:BMR1B_AVR2A,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS089A36491,BMR1B_AVR2B_GDF5,complex:BMR1B_AVR2B,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0CFA0E4C5,BMPR1A_BMPR2_GDF7,complex:BMPR1A_BMPR2,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS027D7A724,BMPR1B_BMPR2_GDF7,complex:BMPR1B_BMPR2,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS05789C9A0,BMR1A_ACR2A_GDF7,complex:BMR1A_ACR2A,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E5078EDE,BMR1A_AVR2B_GDF7,complex:BMR1A_AVR2B,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0BDA0D08C,BMR1B_AVR2A_GDF7,complex:BMR1B_AVR2A,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS055E15573,BMR1B_AVR2B_GDF7,complex:BMR1B_AVR2B,simple:Q7Z4P5,,ENSG00000143869,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0A8F7D89F,BMPR1B_BMPR2_BMP15,complex:BMPR1B_BMPR2,simple:O95972,,ENSG00000130385,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0DAA66443,BMR1A_ACR2A_GDF5,complex:BMR1A_ACR2A,simple:P43026,,ENSG00000125965,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS028ACED72,BMPR1B_BMPR2_BMP2,complex:BMPR1B_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E4E75E3B,BMPR1A_BMPR2_BMP2,complex:BMPR1A_BMPR2,simple:P12643,,ENSG00000125845,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0A5400A6A,ACVR_1C2B receptor_INHBB,complex:ACVR_1C2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS076E1A639,BMR1A_AVR2B_BMP6,complex:BMR1A_AVR2B,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0921BB754,BMR1B_AVR2A_BMP6,complex:BMR1B_AVR2A,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C0D60519,BMR1B_AVR2B_BMP6,complex:BMR1B_AVR2B,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AEE2FB22,ACVR1_BMPR2_BMP8A,complex:ACVR1_BMPR2,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0CE2A204A,ACVR_1A2A receptor_BMP8A,complex:ACVR_1A2A receptor,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0860DA460,ACVR_1A2B receptor_BMP8A,complex:ACVR_1A2B receptor,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS090FFEDFE,BMPR1A_BMPR2_BMP8A,complex:BMPR1A_BMPR2,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0484364A2,BMPR1B_BMPR2_BMP8A,complex:BMPR1B_BMPR2,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C091F24B,BMR1A_ACR2A_BMP8A,complex:BMR1A_ACR2A,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS017A50010,BMR1A_AVR2B_BMP8A,complex:BMR1A_AVR2B,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS01319F57A,BMR1B_AVR2A_BMP8A,complex:BMR1B_AVR2A,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS03DF8BD36,BMR1B_AVR2B_BMP8A,complex:BMR1B_AVR2B,simple:Q7Z5Y6,,ENSG00000183682,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS091BF99D0,ACVR_1A2A receptor_INHBA,complex:ACVR_1A2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS04DD927C9,ACVR_1A2B receptor_INHBA,complex:ACVR_1A2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0533A30DC,ACVR_1B2A receptor_INHBA,complex:ACVR_1B2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C159B54D,ACVR_1B2B receptor_INHBA,complex:ACVR_1B2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0924060DB,ACVR_1C2A receptor_INHBA,complex:ACVR_1C2A receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0B79F5D68,ACVR_1C2B receptor_INHBA,complex:ACVR_1C2B receptor,simple:P08476,,ENSG00000122641,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS073233FCC,ACVR_1A2A receptor_INHBB,complex:ACVR_1A2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS048465560,ACVR_1A2B receptor_INHBB,complex:ACVR_1A2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS02899BF8B,ACVR_1B2A receptor_INHBB,complex:ACVR_1B2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS085EF890A,ACVR_1B2B receptor_INHBB,complex:ACVR_1B2B receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS007ADC2D1,ACVR_1C2A receptor_INHBB,complex:ACVR_1C2A receptor,simple:P09529,,ENSG00000163083,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0569B9B91,BMPR1B_BMPR2_BMPR1A,complex:BMPR1B_BMPR2,simple:P36894,,ENSG00000107779,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0247DA882,BMR1A_ACR2A_BMP6,complex:BMR1A_ACR2A,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS09F35DDEB,ACVR_1B2A receptor_MSTN,complex:ACVR_1B2A receptor,simple:O14793,,ENSG00000138379,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS04F78ACD6,ACVR_1B2A receptor_GDF11,complex:ACVR_1B2A receptor,simple:O95390,,ENSG00000135414,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS04CBDE052,IL10 receptor_IL10,complex:IL10 receptor,simple:P22301,,ENSG00000136634,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS045D41398,IL17 receptor AB_IL25,complex:IL17 receptor AB,simple:Q9H293,,ENSG00000166090,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0558AB6A5,IL17 receptor AC_IL17F,complex:IL17 receptor AC,simple:Q96PD4,,ENSG00000112116,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E80B08E2,IL21 receptor_IL21,complex:IL21 receptor,simple:Q9HBE4,,ENSG00000138684,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C59AF029,IL33 receptor_IL33,complex:IL33 receptor,simple:O95760,,ENSG00000137033,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AB9C7139,IL7 receptor_IL7,complex:IL7 receptor,simple:P13232,,ENSG00000104432,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS06D50EBF8,OSMR_OSM,complex:OSMR,simple:P13725,,ENSG00000099985,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS07B61574B,LIFR_LIF,complex:LIFR,simple:P15018,,ENSG00000128342,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0D4BB4458,MIS receptor 3_AMH,complex:MIS receptor 3,simple:P03971,,ENSG00000104899,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS09F211C3E,NKG2D II receptor_RAET1E,complex:NKG2D II receptor,simple:Q8TD07,,ENSG00000164520,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS085E95BC1,IL1 receptor inhibitor_IL1RN,complex:IL1 receptor inhibitor,simple:P18510,,ENSG00000136689,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0007697A7,NKG2D II receptor_ULBP1,complex:NKG2D II receptor,simple:Q9BZM6,,ENSG00000111981,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC023986FB9,MSTN_TGFR_AVR2A,simple:O14793,complex:TGFR_AVR2A,ENSG00000138379,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC017215F7F,GDF11_TGFR_AVR2B,simple:O95390,complex:TGFR_AVR2B,ENSG00000135414,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC08968AFE6,MSTN_TGFR_AVR2B,simple:O14793,complex:TGFR_AVR2B,ENSG00000138379,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D5CFA431,TGFB3_TGFbeta receptor1,simple:P10600,complex:TGFbeta receptor1,ENSG00000119699,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC03DD946B2,TGFB2_TGFbeta receptor1,simple:P61812,complex:TGFbeta receptor1,ENSG00000092969,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0077CEB82,TGFB3_TGFbeta receptor2,simple:P10600,complex:TGFbeta receptor2,ENSG00000119699,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC032246C72,TGFB2_TGFbeta receptor2,simple:P61812,complex:TGFbeta receptor2,ENSG00000092969,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E5218AA4,NRG1_a6b4 complex,simple:Q02297,complex:a6b4 complex,ENSG00000157168,,TRUE,TRUE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0A68C5F13,IGF1_a6b4 complex,simple:P05019,complex:a6b4 complex,ENSG00000017427,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0FDB4B6D9,GDF9_TGFR_BMPR2,simple:O60383,complex:TGFR_BMPR2,ENSG00000164404,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC001669E22,GDF11_TGFR_AVR2A,simple:O95390,complex:TGFR_AVR2A,ENSG00000135414,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0DEBE7B69,IL1 receptor_IL1RN,complex:IL1 receptor,simple:P18510,,ENSG00000136689,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS008C9D6E5,IL1 receptor inhibitor_IL1B,complex:IL1 receptor inhibitor,simple:P01584,,ENSG00000125538,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS05426BFFA,IL1 receptor_IL1B,complex:IL1 receptor,simple:P01584,,ENSG00000125538,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0384572FE,ACVR_1B2B receptor_GDF11,complex:ACVR_1B2B receptor,simple:O95390,,ENSG00000135414,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C8F1E01F,ACVR_1B2A receptor_BMP3,complex:ACVR_1B2A receptor,simple:P12645,,ENSG00000152785,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS06C0EEFCB,ACVR_1B2B receptor_GDF10,complex:ACVR_1B2B receptor,simple:P55107,,ENSG00000266524,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0B2F2EF5D,ACVR_1B2B receptor_GDF3,complex:ACVR_1B2B receptor,simple:Q9NR23,,ENSG00000184344,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0B0B35928,CNTF-1R_CNTF,complex:CNTF-1R,simple:P26441,,ENSG00000242689,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0EB5F7B6F,CNTF-1R_CLCF1,complex:CNTF-1R,simple:Q9UBD9,,ENSG00000175505,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC063BC3DDE,ICAM2_aLb2 complex,simple:P13598,complex:aLb2 complex,ENSG00000108622,,FALSE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC092659F65,ICAM4_aLb2 complex,simple:Q14773,complex:aLb2 complex,ENSG00000105371,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS067298D94,FLT1 complex_VEGFA,complex:FLT1 complex,simple:P15692,,ENSG00000112715,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS073D36B1D,FLT1 complex_PGF,complex:FLT1 complex,simple:P49763,,ENSG00000119630,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS077F1340A,FLT1 complex_VEGFB,complex:FLT1 complex,simple:P49765,,ENSG00000173511,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0E5D1ECCE,PlexinA1_complex3_SEMA3A,complex:PlexinA1_complex3,simple:Q14563,,ENSG00000075213,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0D238C22B,PlexinA2_complex1_SEMA3A,complex:PlexinA2_complex1,simple:Q14563,,ENSG00000075213,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AA769F5B,PlexinA3_complex1_SEMA3A,complex:PlexinA3_complex1,simple:Q14563,,ENSG00000075213,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AB19226A,PlexinA4_complex1_SEMA3A,complex:PlexinA4_complex1,simple:Q14563,,ENSG00000075213,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0C9EE65C2,FcRn complex_ALB,complex:FcRn complex,simple:P02768,,ENSG00000163631,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0210859AB,GMCSFR_CSF2,complex:GMCSFR,simple:P04141,,ENSG00000164400,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0859FAC25,IFNE_Type I IFNR,simple:Q86WN2,complex:Type I IFNR,ENSG00000184995,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC064937925,IFNA1_Type I IFNR,simple:P01562,complex:Type I IFNR,ENSG00000197919,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC091D10DFA,IFNB1_Type I IFNR,simple:P01574,complex:Type I IFNR,ENSG00000171855,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0D089F0A9,IFNK_Type I IFNR,simple:Q9P0W0,complex:Type I IFNR,ENSG00000147896,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS06072FF4E,IL1 receptor_IL1A,complex:IL1 receptor,simple:P01583,,ENSG00000115008,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AC5142FA,IL1 receptor inhibitor_IL1A,complex:IL1 receptor inhibitor,simple:P01583,,ENSG00000115008,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS0AED3F8E8,ACVR_1B2B receptor_MSTN,complex:ACVR_1B2B receptor,simple:O14793,,ENSG00000138379,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC08AA91C84,COL17A1_a1b1 complex,simple:Q9UMD9,complex:a1b1 complex,ENSG00000065618,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-CS0EF793D6A,BMPR1B_BMPR2_BMP6,complex:BMPR1B_BMPR2,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-CS02AEFFE28,ACVR_1A2B receptor_BMP6,complex:ACVR_1A2B receptor,simple:P22004,,ENSG00000153162,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC0E0C50FCA,COL14A1_a2b1 complex,simple:Q05707,complex:a2b1 complex,ENSG00000187955,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01E9FAC20,COL16A1_a2b1 complex,simple:Q07092,complex:a2b1 complex,ENSG00000084636,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC061137A41,COL4A6_a2b1 complex,simple:Q14031,complex:a2b1 complex,ENSG00000197565,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC01F1F24AA,COL9A3_a2b1 complex,simple:Q14050,complex:a2b1 complex,ENSG00000092758,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC08226CD3B,COL9A2_a2b1 complex,simple:Q14055,complex:a2b1 complex,ENSG00000049089,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0ADD7BEF0,COL19A1_a2b1 complex,simple:Q14993,complex:a2b1 complex,ENSG00000082293,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
CPI-SC0EB600CAC,COL24A1_a2b1 complex,simple:Q17RW2,complex:a2b1 complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.625,,,,,,,,,,,,,,,,
