id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,3:03,3:04,3:05,3:08,4:03,4:04,4:05,4:08,5:03,5:04,5:05,5:08,8:03,8:04,8:05,8:08
CPI-SS0E1389B57,ADIPOQ_GPR152,simple:Q15848,simple:Q8TDT2,ENSG00000181092,ENSG00000175514,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00AD71822,CCK_CCKBR,simple:P06307,simple:P32239,ENSG00000187094,ENSG00000110148,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B01D306C,CCL5_CCR5,simple:P13501,simple:P51681,ENSG00000271503,ENSG00000160791,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05BA6D9C3,CCL4_CNR2,simple:P13236,simple:P34972,ENSG00000275302,ENSG00000188822,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS008F83E02,CCL4_GPRC5D,simple:P13236,simple:Q9NZD1,ENSG00000275302,ENSG00000111291,TRUE,FALSE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BA601DC4,BDNF_NTRK2,simple:P23560,simple:Q16620,ENSG00000176697,ENSG00000148053,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08083B141,NRP1_SEMA3A,simple:O14786,simple:Q14563,ENSG00000099250,ENSG00000075213,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09A36B221,BDNF_SORT1,simple:P23560,simple:Q99523,ENSG00000176697,ENSG00000134243,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03C51D352,TNFRSF13B_TNFSF13B,simple:O14836,simple:Q9Y275,ENSG00000240505,ENSG00000102524,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0632A027A,CD44_HBEGF,simple:P16070,simple:Q99075,ENSG00000026508,ENSG00000113070,TRUE,TRUE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS072E1E27A,FFAR2_TNF,simple:O15552,simple:P01375,ENSG00000126262,ENSG00000232810,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04A4A2334,ASGR2_ADIPOQ,simple:P07307,simple:Q15848,ENSG00000161944,ENSG00000181092,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00E3EB9FE,CNR2_ADIPOQ,simple:P34972,simple:Q15848,ENSG00000188822,ENSG00000181092,TRUE,TRUE,FALSE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02246DA17,CXCR3_CXCL9,simple:P49682,simple:Q07325,ENSG00000186810,ENSG00000138755,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F52745F3,DPP4_CXCL9,simple:P27487,simple:Q07325,ENSG00000197635,ENSG00000138755,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS016EE0084,PDCD1_CD274,simple:Q15116,simple:Q9NZQ7,ENSG00000188389,ENSG00000120217,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08F13AD5C,CD80_CD274,simple:P33681,simple:Q9NZQ7,ENSG00000121594,ENSG00000120217,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F5B6B186,PDCD1_PDCD1LG2,simple:Q15116,simple:Q9BQ51,ENSG00000188389,ENSG00000197646,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D795AC00,EGFR_CNTF,simple:P00533,simple:P26441,ENSG00000146648,ENSG00000242689,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B02DE712,EGFR_NRG1,simple:P00533,simple:Q02297,ENSG00000146648,ENSG00000157168,TRUE,TRUE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03098AC28,ERBB4_HBEGF,simple:Q15303,simple:Q99075,ENSG00000178568,ENSG00000113070,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09375CA29,ADGRL1_NRG1,simple:O94910,simple:Q02297,ENSG00000072071,ENSG00000157168,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BF9FA3F2,ERBB3_NRG1,simple:P21860,simple:Q02297,ENSG00000065361,ENSG00000157168,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F4D30D5A,EGFR_EGF,simple:P00533,simple:P01133,ENSG00000146648,ENSG00000138798,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E25CE362,EGFR_TGFA,simple:P00533,simple:P01135,ENSG00000146648,ENSG00000163235,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0055264F3,EGFR_TGFB1,simple:P00533,simple:P01137,ENSG00000146648,ENSG00000105329,TRUE,TRUE,FALSE,"IMEx,InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00EDDD458,EGFR_MIF,simple:P00533,simple:P14174,ENSG00000146648,ENSG00000240972,TRUE,TRUE,FALSE,"IMEx,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0481D83A4,EGFR_AREG,simple:P00533,simple:P15514,ENSG00000146648,ENSG00000109321,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D4C221B8,ICAM1_AREG,simple:P05362,simple:P15514,ENSG00000090339,ENSG00000109321,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08CA619FE,EGFR_GRN,simple:P00533,simple:P28799,ENSG00000146648,ENSG00000030582,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS088A0A760,EGFR_COPA,simple:P00533,simple:P53621,ENSG00000146648,ENSG00000122218,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C10824C7,EGFR_HBEGF,simple:P00533,simple:Q99075,ENSG00000146648,ENSG00000113070,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00A953C3A,EGF_NRG1,simple:P01133,simple:Q02297,ENSG00000138798,ENSG00000157168,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0097929A7,BMP7_SLAMF1,simple:P18075,simple:Q13291,ENSG00000101144,ENSG00000117090,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E32BEF02,WNT5A_FZD5,simple:P41221,simple:Q13467,ENSG00000114251,ENSG00000163251,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05550A895,WNT7A_FZD5,simple:O00755,simple:Q13467,ENSG00000154764,ENSG00000163251,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B9E8C0DE,EPHB2_EFNB2,simple:P29323,simple:P52799,ENSG00000133216,ENSG00000125266,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FF55B42C,EPHB3_EFNB1,simple:P54753,simple:P98172,ENSG00000182580,ENSG00000090776,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F21D6CA0,EPHB4_EFNB1,simple:P54760,simple:P98172,ENSG00000196411,ENSG00000090776,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A5B945E3,EPHB3_EFNB3,simple:P54753,simple:Q15768,ENSG00000182580,ENSG00000108947,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0865716E5,EPHB4_EFNB3,simple:P54760,simple:Q15768,ENSG00000196411,ENSG00000108947,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08D0F9109,EFNB2_EPHB4,simple:P52799,simple:P54760,ENSG00000125266,ENSG00000196411,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0586F2596,EPHB2_EFNA5,simple:P29323,simple:P52803,ENSG00000133216,ENSG00000184349,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03A2EFDD5,EPHA1_EFNA5,simple:P21709,simple:P52803,ENSG00000146904,ENSG00000184349,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02AFCED82,EPHA2_EFNA5,simple:P29317,simple:P52803,ENSG00000142627,ENSG00000184349,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BEAB521F,EPHA3_EFNA5,simple:P29320,simple:P52803,ENSG00000044524,ENSG00000184349,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS012CCE326,EPHA8_EFNA5,simple:P29322,simple:P52803,ENSG00000070886,ENSG00000184349,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS082ABF1EA,EFNB2_EPHB3,simple:P52799,simple:P54753,ENSG00000125266,ENSG00000182580,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BFD8E056,EFNB2_EPHB1,simple:P52799,simple:P54762,ENSG00000125266,ENSG00000154928,FALSE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01A8F745A,EPHA1_EFNA3,simple:P21709,simple:P52797,ENSG00000146904,ENSG00000143590,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07BECB892,EPHA2_EFNA3,simple:P29317,simple:P52797,ENSG00000142627,ENSG00000143590,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0AB0604B5,EPHA3_EFNA3,simple:P29320,simple:P52797,ENSG00000044524,ENSG00000143590,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DF162C10,EPHA8_EFNA3,simple:P29322,simple:P52797,ENSG00000070886,ENSG00000143590,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05E6D620E,EPHA1_EFNA4,simple:P21709,simple:P52798,ENSG00000146904,ENSG00000243364,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09F973C1A,EPHA2_EFNA4,simple:P29317,simple:P52798,ENSG00000142627,ENSG00000243364,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS041888D39,EPHA3_EFNA4,simple:P29320,simple:P52798,ENSG00000044524,ENSG00000243364,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02B285B4D,EPHA8_EFNA4,simple:P29322,simple:P52798,ENSG00000070886,ENSG00000243364,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS090FC28E1,EPHB6_EFNB2,simple:O15197,simple:P52799,ENSG00000106123,ENSG00000125266,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BAB460FF,ANGPT2_TEK,simple:O15123,simple:Q02763,ENSG00000091879,ENSG00000120156,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F3A089DE,SEMA3E_PLXND1,simple:O15041,simple:Q9Y4D7,ENSG00000170381,ENSG00000004399,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0ED2573CA,TNFSF11_TNFRSF11A,simple:O14788,simple:Q9Y6Q6,ENSG00000120659,ENSG00000141655,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS091B461CB,ACKR2_CCL28,simple:O00590,simple:Q9NRJ3,ENSG00000144648,ENSG00000151882,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05B92CCC4,CCR3_CCL28,simple:P51677,simple:Q9NRJ3,ENSG00000183625,ENSG00000151882,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS064C772FE,CCR10_CCL28,simple:P46092,simple:Q9NRJ3,ENSG00000184451,ENSG00000151882,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08920B6FF,PODXL_SELL,simple:O00592,simple:P14151,ENSG00000128567,ENSG00000188404,FALSE,FALSE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A28DCA72,CXCL12_CXCR4,simple:P48061,simple:P61073,ENSG00000107562,ENSG00000121966,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C916344D,AVP_OXTR,simple:P01185,simple:P30559,ENSG00000101200,ENSG00000180914,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04B547174,OXT_OXTR,simple:P01178,simple:P30559,ENSG00000101405,ENSG00000180914,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FCF733EA,AVP_AVPR2,simple:P01185,simple:P30518,ENSG00000101200,ENSG00000126895,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS032AD1183,NPPA_NPR1,simple:P01160,simple:P16066,ENSG00000175206,ENSG00000169418,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS053613259,NRG2_ERBB3,simple:O14511,simple:P21860,ENSG00000158458,ENSG00000065361,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08B85996F,TTR_NGFR,simple:P02766,simple:P08138,ENSG00000118271,ENSG00000064300,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E063192D,NRG2_ERBB4,simple:O14511,simple:Q15303,ENSG00000158458,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0BD5C2A23,NRG1_ERBB4,simple:Q02297,simple:Q15303,ENSG00000157168,ENSG00000178568,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0708FE6FF,NRG1_LSR,simple:Q02297,simple:Q86X29,ENSG00000157168,ENSG00000105699,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E075E5AF,NRG1_NETO2,simple:Q02297,simple:Q8NC67,ENSG00000157168,ENSG00000171208,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0978D28AB,NRG1_MS4A4A,simple:Q02297,simple:Q96JQ5,ENSG00000157168,ENSG00000110079,TRUE,TRUE,TRUE,"IMEx,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02572E1EF,NRG1_LGR4,simple:Q02297,simple:Q9BXB1,ENSG00000157168,ENSG00000205213,TRUE,TRUE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0057AB387,RSPO1_LGR4,simple:Q2MKA7,simple:Q9BXB1,ENSG00000169218,ENSG00000205213,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01E3453DB,RSPO2_LGR4,simple:Q6UXX9,simple:Q9BXB1,ENSG00000147655,ENSG00000205213,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0E5397537,RSPO1_LGR6,simple:Q2MKA7,simple:Q9HBX8,ENSG00000169218,ENSG00000133067,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS019104E2E,RSPO2_LGR6,simple:Q6UXX9,simple:Q9HBX8,ENSG00000147655,ENSG00000133067,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0EB5364D4,RSPO3_LGR6,simple:Q9BXY4,simple:Q9HBX8,ENSG00000146374,ENSG00000133067,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D5E30C6C,NRG3_ERBB4,simple:P56975,simple:Q15303,ENSG00000185737,ENSG00000178568,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS00D3CD86E,TTR_DDR1,simple:P02766,simple:Q08345,ENSG00000118271,ENSG00000204580,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06006F870,TTR_AGER,simple:P02766,simple:Q15109,ENSG00000118271,ENSG00000204305,TRUE,FALSE,TRUE,"I2D,IMEx,InnateDB-All,MINT",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0AB647854,GPR37_PSAP,simple:O15354,simple:P07602,ENSG00000170775,ENSG00000197746,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F739D3DB,ANXA1_FPR1,simple:P04083,simple:P21462,ENSG00000135046,ENSG00000171051,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0D3A5646A,RLN1_RXFP2,simple:P04808,simple:Q8WXD0,ENSG00000107018,ENSG00000133105,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS06CF55F94,INSL3_RXFP2,simple:P51460,simple:Q8WXD0,ENSG00000248099,ENSG00000133105,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FAE75A75,RLN1_RXFP1,simple:P04808,simple:Q9HBX9,ENSG00000107018,ENSG00000171509,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08805BBC2,INSL3_RXFP1,simple:P51460,simple:Q9HBX9,ENSG00000248099,ENSG00000171509,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS092E57263,CSF2_CSF1R,simple:P04141,simple:P07333,ENSG00000164400,ENSG00000182578,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0431D2256,TNFSF9_TNFRSF9,simple:P41273,simple:Q07011,ENSG00000125657,ENSG00000049249,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS047CD2E9F,TNFSF9_ADGRG5,simple:P41273,simple:Q8IZF4,ENSG00000125657,ENSG00000159618,TRUE,FALSE,TRUE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DC2A6D35,IL6_HRH1,simple:P05231,simple:P35367,ENSG00000136244,ENSG00000196639,TRUE,FALSE,TRUE,"IMEx,InnateDB-All,IntAct",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A05319F5,CRH_CRHR2,simple:P06850,simple:Q13324,ENSG00000147571,ENSG00000106113,TRUE,FALSE,TRUE,"I2D,InnateDB-All",FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0C6448B94,IL1B_ADRB2,simple:P01584,simple:P07550,ENSG00000125538,ENSG00000169252,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS09C4988F8,PROS1_TYRO3,simple:P07225,simple:Q06418,ENSG00000184500,ENSG00000092445,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DFA98A14,CSF1R_IL34,simple:P07333,simple:Q6ZMJ4,ENSG00000182578,ENSG00000157368,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07AF9303D,GRP_GRPR,simple:P07492,simple:P30550,ENSG00000134443,ENSG00000126010,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07F60834D,MET_HGF,simple:P08581,simple:P14210,ENSG00000105976,ENSG00000019991,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS056FF4363,CD48_CD244,simple:P09326,simple:Q9BZW8,ENSG00000117091,ENSG00000122223,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS080611C5B,ALOX5_ALOX5AP,simple:P09917,simple:P20292,ENSG00000012779,ENSG00000132965,FALSE,FALSE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS08376F0E6,CSF3_CSF3R,simple:P09919,simple:Q99062,ENSG00000108342,ENSG00000119535,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS07327E587,CD28_CD80,simple:P10747,simple:P33681,ENSG00000178562,ENSG00000121594,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0320FFAFC,CTLA4_CD80,simple:P16410,simple:P33681,ENSG00000163599,ENSG00000121594,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B0E09B1C,CTLA4_CD86,simple:P16410,simple:P42081,ENSG00000163599,ENSG00000114013,FALSE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05BE83BC6,CSF1R_CSF3,simple:P07333,simple:P09919,ENSG00000182578,ENSG00000108342,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0638E0E29,CCR10_CCL7,simple:P46092,simple:P80098,ENSG00000184451,ENSG00000108688,TRUE,TRUE,FALSE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS01963C4CA,TG_ASGR1,simple:P01266,simple:P07306,ENSG00000042832,ENSG00000141505,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS03E7587E4,ADORA1_ENTPD1,simple:P30542,simple:P49961,ENSG00000163485,ENSG00000138185,FALSE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS082900482,GPR37L1_PSAP,simple:O60883,simple:P07602,ENSG00000170075,ENSG00000197746,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS042EB8C7A,TBXA2R_GHRL,simple:P21731,simple:Q9UBU3,ENSG00000006638,ENSG00000157017,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS043E0F61D,PTGER3_GHRL,simple:P43115,simple:Q9UBU3,ENSG00000050628,ENSG00000157017,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05D406038,PTGIR_GHRL,simple:P43119,simple:Q9UBU3,ENSG00000160013,ENSG00000157017,TRUE,TRUE,FALSE,InnateDB-All,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS079DDF890,TNFSF12_TNFRSF25,simple:O43508,simple:Q93038,ENSG00000239697,ENSG00000215788,TRUE,FALSE,TRUE,I2D,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B0CF0EDF,TNFSF15_TNFRSF25,simple:O95150,simple:Q93038,ENSG00000181634,ENSG00000215788,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02EF3E1BA,TNFSF12_TNFRSF12A,simple:O43508,simple:Q9NP84,ENSG00000239697,ENSG00000006327,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS084816B12,HCRT_HCRTR1,simple:O43612,simple:O43613,ENSG00000161610,ENSG00000121764,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS02461AE98,HCRT_HCRTR2,simple:O43612,simple:O43614,ENSG00000161610,ENSG00000137252,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0B9B3870A,VEGFA_FLT1,simple:P15692,simple:P17948,ENSG00000112715,ENSG00000102755,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS069924427,AGT_AGTR2,simple:P01019,simple:P50052,ENSG00000135744,ENSG00000180772,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS082AD7B6A,FZD6_WNT5A,simple:O60353,simple:P41221,ENSG00000164930,ENSG00000114251,TRUE,TRUE,FALSE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SC090068F7B,TSLP_TSLPR,simple:Q969D9,complex:TSLPR,ENSG00000145777,,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0F102AAC5,LGR5_RSPO1,simple:O75473,simple:Q2MKA7,ENSG00000139292,ENSG00000169218,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0FC0CA5ED,LGR5_RSPO2,simple:O75473,simple:Q6UXX9,ENSG00000139292,ENSG00000147655,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0DCA749B0,LGR5_RSPO3,simple:O75473,simple:Q9BXY4,ENSG00000139292,ENSG00000146374,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS0A874F65F,LGR4_RSPO3,simple:Q9BXB1,simple:Q9BXY4,ENSG00000205213,ENSG00000146374,TRUE,TRUE,FALSE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS05162C56B,NTF3_NTRK3,simple:P20783,simple:Q16288,ENSG00000185652,ENSG00000140538,TRUE,FALSE,TRUE,curated,FALSE,1.625,,,,,,,,,,,,,,,,
CPI-SS04FB6F38D,PROK1_PROKR1,simple:P58294,simple:Q8TCW9,ENSG00000143125,ENSG00000169618,TRUE,FALSE,TRUE,guidetopharmacology.org,FALSE,1.625,,,,,,,,,,,,,,,,
