"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mr1.2",1.19992651713737e-66,0.130351723131937,0.384,0.159,2.81034789578744e-62,"4","Mr1"
"Cdc7.3",1.63798124160098e-66,-0.138254088358982,0.028,0.205,3.83631586595365e-62,"4","Cdc7"
"Dkc1.3",3.03710410459433e-66,-0.243819910749356,0.334,0.511,7.11320152337037e-62,"4","Dkc1"
"Kif14.3",3.2845313008009e-66,-0.159172072161838,0.017,0.179,7.69270075960579e-62,"4","Kif14"
"Klf2.2",3.3351899517918e-66,-0.348378480806514,0.252,0.49,7.81134838609158e-62,"4","Klf2"
"Eri1.2",4.2971885539871e-66,-0.237282261207952,0.312,0.476,1.00644453122932e-61,"4","Eri1"
"Depdc1a.3",6.14459723416111e-66,-0.138200183807751,0.015,0.17,1.43912611821287e-61,"4","Depdc1a"
"Cep295.2",7.05179785635033e-66,-0.257651502328748,0.273,0.452,1.65160157593581e-61,"4","Cep295"
"Cdk6.3",8.77991629527969e-66,-0.313062095546272,0.605,0.765,2.05634419551746e-61,"4","Cdk6"
"Xist.3",9.59120693359669e-66,-0.679737518138403,0.702,0.813,2.24635657591768e-61,"4","Xist"
"Tcf19.2",1.07957248231389e-65,-0.185061750154664,0.056,0.233,2.52846671082737e-61,"4","Tcf19"
"Rnf168.2",1.4392334749984e-65,-0.250245196994175,0.32,0.504,3.37082872179375e-61,"4","Rnf168"
"Nhp2.3",1.87490086595471e-65,-0.223274963735851,0.657,0.734,4.39120531815252e-61,"4","Nhp2"
"Kif18b.3",1.96526310229986e-65,-0.132038153914746,0.013,0.167,4.60284271189651e-61,"4","Kif18b"
"Plgrkt.3",2.40900150012146e-65,0.227677161875494,0.857,0.69,5.64212241343447e-61,"4","Plgrkt"
"Jpt2.2",6.28627373258547e-65,-0.194040527319998,0.212,0.403,1.47230817090884e-60,"4","Jpt2"
"Rad18.2",1.14007320336594e-64,-0.158699245889522,0.044,0.227,2.67016544960336e-60,"4","Rad18"
"Kif18a.3",1.15671009699142e-64,-0.163561033909408,0.028,0.193,2.70913071816361e-60,"4","Kif18a"
"Txn1.1",2.07528800072722e-64,-0.256388056573986,0.82,0.864,4.86053202650323e-60,"4","Txn1"
"Il1rn",2.09700916142237e-64,0.0576446459808564,0.101,0.008,4.91140515696734e-60,"4","Il1rn"
"Rfc3.3",2.20088298171216e-64,-0.23554324238273,0.238,0.425,5.15468803146806e-60,"4","Rfc3"
"Casp8ap2.2",2.24643285856023e-64,-0.294978665172523,0.372,0.534,5.26137039803391e-60,"4","Casp8ap2"
"Calm1.1",2.75120374625619e-64,-0.23721411662516,0.982,0.99,6.44359429410663e-60,"4","Calm1"
"Cycs.3",3.1953048146433e-64,-0.232045755130697,0.602,0.704,7.48372340637607e-60,"4","Cycs"
"Cenph.2",3.26544460867023e-64,-0.176332149840017,0.052,0.235,7.64799781796656e-60,"4","Cenph"
"Mastl.2",5.83336756721272e-64,-0.147255561790741,0.027,0.189,1.36623301791689e-59,"4","Mastl"
"Cntln.3",6.01640604231594e-64,-0.260046746130457,0.194,0.392,1.40910245917082e-59,"4","Cntln"
"Fbxo32",6.21026597538268e-64,0.0806005351979847,0.177,0.038,1.45450639409438e-59,"4","Fbxo32"
"Pdzk1ip1",6.31965358085412e-64,0.0890536366387819,0.175,0.036,1.48012606517184e-59,"4","Pdzk1ip1"
"Pom121.3",9.93030960607696e-64,-0.23547413927756,0.395,0.557,2.32577781283928e-59,"4","Pom121"
"Pkmyt1.2",1.17122393589701e-63,-0.16332352910863,0.052,0.236,2.74312358026439e-59,"4","Pkmyt1"
"Rragd",1.28104316485603e-63,0.0740681340241693,0.145,0.023,3.00033119640931e-59,"4","Rragd"
"E2f7.2",1.83497372596084e-63,-0.130317724629426,0.005,0.144,4.29769196357289e-59,"4","E2f7"
"Slc7a1.2",2.35888457721583e-63,-0.163557134965043,0.066,0.251,5.52474356829719e-59,"4","Slc7a1"
"Suz12.3",2.82842104166346e-63,-0.232702971621941,0.628,0.694,6.62444492168e-59,"4","Suz12"
"Cdk5rap2.3",3.85284330622805e-63,-0.251592128235065,0.225,0.397,9.02374430751672e-59,"4","Cdk5rap2"
"Kifc1.3",4.21768547129309e-63,-0.133002737256535,0.019,0.177,9.87824114231554e-59,"4","Kifc1"
"Dcxr.3",4.5747081933477e-63,0.233066345181636,0.8,0.579,1.07144240596396e-58,"4","Dcxr"
"Rcc1.2",5.81028930485474e-63,-0.181432771852653,0.143,0.332,1.36082785809003e-58,"4","Rcc1"
"Slc40a1.2",6.20470342992485e-63,0.238962713988651,0.731,0.486,1.4532035903227e-58,"4","Slc40a1"
"Hist1h2bm.3",6.78479781999314e-63,-0.140270666606927,0.014,0.164,1.58906749742059e-58,"4","Hist1h2bm"
"Npl.2",7.72979974161808e-63,0.241971814303663,0.944,0.845,1.81039639748437e-58,"4","Npl"
"Kntc1.2",9.11934422340875e-63,-0.121985034580458,0.013,0.163,2.13584161056456e-58,"4","Kntc1"
"Dnajb14.3",1.39386152920011e-62,0.263506465526648,0.819,0.692,3.26456308753958e-58,"4","Dnajb14"
"Hspa9.2",1.43130042251021e-62,-0.233405235592139,0.674,0.759,3.35224871956115e-58,"4","Hspa9"
"Cep192.3",1.98341056060739e-62,-0.249408607579587,0.454,0.553,4.64534587399856e-58,"4","Cep192"
"Reps2.1",2.30938554713698e-62,0.0789414189921779,0.23,0.071,5.40881188994953e-58,"4","Reps2"
"Cse1l.2",2.97773758866907e-62,-0.209503681939134,0.254,0.447,6.97415920642184e-58,"4","Cse1l"
"Atf3.2",3.06259405766293e-62,0.146928798582619,0.318,0.118,7.17290154245236e-58,"4","Atf3"
"Pkib.3",3.1979874520742e-62,0.222077425714386,0.746,0.517,7.49000641150299e-58,"4","Pkib"
"Hpf1.3",3.29332837287113e-62,-0.236671109129905,0.784,0.83,7.71330438210148e-58,"4","Hpf1"
"P2rx4.3",3.67603528530894e-62,0.225018856358779,0.817,0.599,8.60964224172207e-58,"4","P2rx4"
"Timeless.2",3.69265789540626e-62,-0.183080949376516,0.069,0.249,8.64857405683101e-58,"4","Timeless"
"Ipo5.2",7.40954608538961e-62,-0.218895952080772,0.657,0.716,1.7353897886591e-57,"4","Ipo5"
"Cdca5.2",7.41463832679717e-62,-0.138024843304315,0.025,0.187,1.73658244251917e-57,"4","Cdca5"
"Dynll2.2",1.0775231825951e-61,-0.240663074880841,0.796,0.853,2.52366704595599e-57,"4","Dynll2"
"Ppil1.2",1.14876108119739e-61,-0.182723456996456,0.178,0.368,2.6905133282724e-57,"4","Ppil1"
"Hbp1.2",1.48490036063119e-61,0.179951265761249,0.622,0.366,3.47778513463431e-57,"4","Hbp1"
"Ccdc18.2",2.56729677680375e-61,-0.192104564092372,0.043,0.215,6.01286578095207e-57,"4","Ccdc18"
"Myef2.3",6.64979429148741e-61,-0.225562208098813,0.293,0.465,1.55744832100927e-56,"4","Myef2"
"Cenpi.2",7.12725884224115e-61,-0.109060677299382,0.011,0.156,1.6692752934413e-56,"4","Cenpi"
"Odf2.3",8.55134172689714e-61,-0.249322801332812,0.478,0.573,2.00280974585658e-56,"4","Odf2"
"Kpna2.3",8.73094007634484e-61,-0.226106806302061,0.096,0.272,2.04487347528072e-56,"4","Kpna2"
"Rfc5.2",1.487807381939e-60,-0.201897868156758,0.16,0.347,3.48459366923933e-56,"4","Rfc5"
"Siva1.2",2.55645798022312e-60,-0.206254658138746,0.341,0.455,5.98748023548056e-56,"4","Siva1"
"Mthfd2.2",3.01930101569151e-60,-0.165668022804141,0.081,0.26,7.07150490885108e-56,"4","Mthfd2"
"Guca1a.1",3.20733898345434e-60,0.139071663020684,0.47,0.234,7.51190863314841e-56,"4","Guca1a"
"Eif1ad.2",3.85605427809207e-60,-0.196950123998066,0.475,0.577,9.03126472471943e-56,"4","Eif1ad"
"Ndc1.3",4.84131654157749e-60,-0.168678872211653,0.089,0.267,1.13388474720287e-55,"4","Ndc1"
"Ctdspl2.2",6.26092708461802e-60,-0.230524616786889,0.402,0.554,1.46637173248839e-55,"4","Ctdspl2"
"Pgp.2",1.17703178921953e-59,-0.221444915188867,0.548,0.658,2.75672615353106e-55,"4","Pgp"
"Arhgap11a.3",1.29448648902399e-59,-0.243757773384556,0.271,0.45,3.03181680594309e-55,"4","Arhgap11a"
"Pmf1.3",2.08990745448454e-59,-0.23098801157486,0.359,0.519,4.89477224914823e-55,"4","Pmf1"
"Ncaph.2",2.13431593100382e-59,-0.234680261827282,0.222,0.37,4.99878134200404e-55,"4","Ncaph"
"Dgcr8.2",2.98844581594048e-59,-0.208749409749563,0.197,0.408,6.9992389455142e-55,"4","Dgcr8"
"Camk2n1.3",6.40469865306727e-59,-0.273551940072064,0.486,0.677,1.50004447153489e-54,"4","Camk2n1"
"Hist1h1e.3",6.616725698833e-59,-0.614098779724705,0.821,0.816,1.54970332592368e-54,"4","Hist1h1e"
"Rmi2.2",8.22051703996637e-59,-0.123387769000665,0.023,0.17,1.92532729593052e-54,"4","Rmi2"
"Nsmce1.2",1.14079161452617e-58,-0.198423294636339,0.467,0.566,2.67184804038175e-54,"4","Nsmce1"
"Slf1.2",1.21677776634511e-58,-0.205426986606839,0.187,0.38,2.84981520655689e-54,"4","Slf1"
"Bzw2.3",1.46172688756051e-58,-0.218101949052019,0.303,0.486,3.42351054335547e-54,"4","Bzw2"
"Cdkn3.3",1.58837611986098e-58,-0.28276183265596,0.118,0.31,3.7201357103264e-54,"4","Cdkn3"
"Plin3.3",1.90173638592221e-58,0.205277751532851,0.663,0.438,4.4540567894684e-54,"4","Plin3"
"Psat1.3",3.01208888126913e-58,0.239018683258536,0.786,0.613,7.05461336882042e-54,"4","Psat1"
"Ska1.3",3.53949200853554e-58,-0.123725580089617,0.019,0.166,8.28984423319108e-54,"4","Ska1"
"Rasgrp3.3",3.5586441137472e-58,0.266056223700305,0.823,0.664,8.33470037880732e-54,"4","Rasgrp3"
"Oxct1.2",3.64328928625862e-58,0.234720543288085,0.937,0.881,8.53294783734632e-54,"4","Oxct1"
"Ccne2.2",3.71238446254033e-58,-0.147206739986975,0.009,0.142,8.69477564971571e-54,"4","Ccne2"
"Tmem106a.3",3.89011466619378e-58,0.216144300926483,0.559,0.34,9.11103755969246e-54,"4","Tmem106a"
"Mthfs.2",4.11821747145111e-58,0.136456985200599,0.445,0.217,9.64527713988565e-54,"4","Mthfs"
"Cst7.2",5.30217062803757e-58,0.120945279660433,0.283,0.1,1.24182138279268e-53,"4","Cst7"
"Emp3.3",7.19444183841664e-58,-0.328998889557112,0.68,0.829,1.68501022297556e-53,"4","Emp3"
"Tpd52.3",1.14459625032537e-57,0.21562828826476,0.953,0.899,2.68075887788704e-53,"4","Tpd52"
"Lnpk.2",1.14973098191859e-57,-0.21610212718273,0.301,0.479,2.69278493275153e-53,"4","Lnpk"
"Ppa1.2",1.16721286262769e-57,-0.18762476340658,0.194,0.39,2.73372924556032e-53,"4","Ppa1"
"Spdl1.3",1.40906432271992e-57,-0.18284225679589,0.059,0.227,3.30016955024232e-53,"4","Spdl1"
"Fmr1.2",1.45219863907939e-57,-0.207722522970914,0.469,0.586,3.40119443258783e-53,"4","Fmr1"
"Nup62.2",2.23493932505941e-57,-0.183604866789254,0.235,0.406,5.23445139322164e-53,"4","Nup62"
"Nxt1.3",2.25098891599474e-57,-0.191117657753852,0.261,0.422,5.27204114015128e-53,"4","Nxt1"
"Ubap2.3",2.86482762635165e-57,-0.209340345433769,0.415,0.555,6.70971278367819e-53,"4","Ubap2"
"Ybx3.3",3.54113092350854e-57,-0.209702948160891,0.244,0.43,8.29368273594934e-53,"4","Ybx3"
"Rad54b.2",6.04852241214157e-57,-0.108770641542497,0.012,0.152,1.41662443414768e-52,"4","Rad54b"
"Osbpl9.2",6.19080193181973e-57,0.211384106622589,0.738,0.528,1.4499477204515e-52,"4","Osbpl9"
"Syce2.2",7.8266780251038e-57,-0.200309221049825,0.24,0.388,1.83308626025956e-52,"4","Syce2"
"Nop10.2",1.86311868263357e-56,-0.202682732010474,0.54,0.634,4.36361026659609e-52,"4","Nop10"
"Dck.2",1.9141714108775e-56,-0.173274209826635,0.101,0.278,4.48318086141618e-52,"4","Dck"
"Slc20a1.3",2.23599290952441e-56,-0.19061121382923,0.16,0.356,5.23691899339712e-52,"4","Slc20a1"
"Mfsd11.3",2.4856208197562e-56,0.219636264860572,0.769,0.569,5.82157252195099e-52,"4","Mfsd11"
"1810058I24Rik.3",2.87985955734108e-56,0.207588969719343,0.799,0.655,6.74491906924854e-52,"4","1810058I24Rik"
"Chka.2",3.80345804266619e-56,-0.242749766384916,0.411,0.578,8.90807908172848e-52,"4","Chka"
"Adssl1.1",4.93182078707218e-56,0.143431195543788,0.43,0.208,1.15508174654018e-51,"4","Adssl1"
"Knstrn.3",6.01352374104852e-56,-0.287420456076516,0.188,0.36,1.40842739539097e-51,"4","Knstrn"
"Lsm5.3",6.12514138171904e-56,-0.202966577246135,0.501,0.593,1.43456936301242e-51,"4","Lsm5"
"Eme1.2",6.68456093853942e-56,-0.104632467151387,0.013,0.149,1.56559101741532e-51,"4","Eme1"
"AU020206.3",7.46199730975371e-56,-0.232257932890612,0.385,0.54,1.74767438991742e-51,"4","AU020206"
"Rfc1.1",8.18685793316436e-56,-0.216737196180576,0.569,0.595,1.91744399652642e-51,"4","Rfc1"
"Meg3.3",9.64294371265085e-56,-0.508279678396049,0.997,0.993,2.25847384693996e-51,"4","Meg3"
"Ddx27.2",1.05158208105038e-55,-0.204591116893342,0.418,0.546,2.46291039202808e-51,"4","Ddx27"
"Cep83.2",1.91953132897842e-55,-0.226721958784176,0.471,0.592,4.49573432560035e-51,"4","Cep83"
"Ets2.2",2.07932084391536e-55,-0.172817245413312,0.126,0.308,4.86997734853416e-51,"4","Ets2"
"H2-T23.3",2.43774823903573e-55,0.158102243293103,0.641,0.398,5.70945015064559e-51,"4","H2-T23"
"Zc3h7a.2",5.53340884083533e-55,-0.212810149052599,0.664,0.711,1.29597968461204e-50,"4","Zc3h7a"
"Ptafr.3",8.99275506894986e-55,0.195403564274338,0.689,0.451,2.10619316469875e-50,"4","Ptafr"
"Plxna4os1.2",9.09436734007345e-55,0.134513398664868,0.36,0.157,2.1299917747186e-50,"4","Plxna4os1"
"E2f1.2",9.52723481616363e-55,-0.223716885154175,0.257,0.385,2.23137366629368e-50,"4","E2f1"
"Psmc3ip.2",9.85106146392898e-55,-0.132728978767677,0.045,0.201,2.30721710546681e-50,"4","Psmc3ip"
"Nek2.3",1.04469927328434e-54,-0.143633102076526,0.026,0.174,2.44679016795925e-50,"4","Nek2"
"Cebpz.2",1.29309203848785e-54,-0.233980101509655,0.714,0.769,3.0285508633424e-50,"4","Cebpz"
"Brip1os.3",1.64769531165828e-54,-0.205011332845697,0.375,0.511,3.85906718943485e-50,"4","Brip1os"
"Peli2.1",1.87764457180748e-54,0.154243537071689,0.489,0.26,4.39763135163031e-50,"4","Peli2"
"Sash1.1",2.50167446579445e-54,0.170263729379681,0.405,0.195,5.85917176633719e-50,"4","Sash1"
"Nde1.3",2.66152078817933e-54,-0.244978962582127,0.368,0.483,6.23354783799481e-50,"4","Nde1"
"Pbx3.2",3.7110173146515e-54,-0.208616990576603,0.282,0.45,8.69157365264527e-50,"4","Pbx3"
"Gen1.2",4.84121542946113e-54,-0.128004495122561,0.025,0.171,1.13386106573409e-49,"4","Gen1"
"Cdc45.2",5.01738660478657e-54,-0.101135878794745,0.015,0.149,1.17512211670706e-49,"4","Cdc45"
"Zwint.2",6.23130014125579e-54,-0.178358806159722,0.545,0.606,1.45943280608352e-49,"4","Zwint"
"Baz1a.3",6.59761040306978e-54,-0.232263758314267,0.557,0.666,1.54522633250297e-49,"4","Baz1a"
"Ube2h.2",7.36397789855594e-54,0.179994355356361,0.694,0.459,1.72471726362079e-49,"4","Ube2h"
"Ncaph2.2",7.94871687381614e-54,-0.195615057007042,0.464,0.565,1.86166897901648e-49,"4","Ncaph2"
"Tspan4.2",8.57396913484853e-54,0.213616870041119,0.839,0.671,2.00810931107287e-49,"4","Tspan4"
"Haus4.3",1.15636608254642e-53,-0.179576372226019,0.179,0.345,2.70832500193197e-49,"4","Haus4"
"Atad3a.3",1.53289567075775e-53,-0.20735987089333,0.334,0.493,3.59019495048173e-49,"4","Atad3a"
"Trp53inp1.2",1.55996047652992e-53,0.0874532547000643,0.26,0.097,3.65358343208072e-49,"4","Trp53inp1"
"Slc23a2.1",1.94926172284825e-53,0.246301236411715,0.616,0.427,4.5653658810829e-49,"4","Slc23a2"
"Suv39h1.2",2.50297990395766e-53,-0.175566863280562,0.137,0.314,5.86222923305923e-49,"4","Suv39h1"
"Aph1c",2.52389877358183e-53,0.0783187951895071,0.183,0.048,5.911223317606e-49,"4","Aph1c"
"Tuba1c.3",2.64080461119581e-53,-0.268217724601289,0.404,0.529,6.1850284798817e-49,"4","Tuba1c"
"Nme1.2",3.58519888257914e-53,-0.228187795119401,0.824,0.9,8.39689430288861e-49,"4","Nme1"
"Arhgef39.2",5.9832452188926e-53,-0.123561511236379,0.03,0.179,1.40133586271684e-48,"4","Arhgef39"
"Uchl5.3",1.29862645111924e-52,-0.200402491468404,0.467,0.588,3.04151301116638e-48,"4","Uchl5"
"Ftl1-ps1.3",1.41172806251863e-52,0.114358638199946,0.441,0.228,3.30640829522489e-48,"4","Ftl1-ps1"
"Acot13.2",1.72235393617859e-52,0.177634190943537,0.733,0.505,4.03392515392387e-48,"4","Acot13"
"Fchsd2.3",1.8941548873482e-52,-0.257397117474686,0.925,0.942,4.43630016165821e-48,"4","Fchsd2"
"Efcab11.3",1.99638737876695e-52,-0.12087760933609,0.029,0.167,4.67573887981007e-48,"4","Efcab11"
"Diaph2.2",4.52100987260136e-52,-0.211701493121068,0.784,0.803,1.05886572226196e-47,"4","Diaph2"
"Pmp22.3",4.90415674544751e-52,0.277627431409171,0.669,0.449,1.14860255135126e-47,"4","Pmp22"
"Ctps.2",8.08406242813861e-52,-0.154902949954359,0.098,0.271,1.89336826129434e-47,"4","Ctps"
"Ybx1.2",1.30734154223375e-51,-0.172331175401758,0.993,0.997,3.06192462606568e-47,"4","Ybx1"
"Gstm1.1",1.32834157591985e-51,0.0792068803140861,0.231,0.079,3.11110880496187e-47,"4","Gstm1"
"Hist1h3e.3",1.3682654399451e-51,-0.180245555879122,0.069,0.224,3.20461448689542e-47,"4","Hist1h3e"
"Uap1l1.3",1.40454450963277e-51,0.225170292534456,0.76,0.574,3.2895836960109e-47,"4","Uap1l1"
"Slc43a2.2",1.73076365364044e-51,0.203845872091788,0.802,0.607,4.05362155319127e-47,"4","Slc43a2"
"Gm13710.2",1.77908184238496e-51,0.151742678076008,0.38,0.18,4.16678758304982e-47,"4","Gm13710"
"Fam46c.3",2.00302733596209e-51,0.14037099561794,0.345,0.152,4.69129032355681e-47,"4","Fam46c"
"C2",2.43763406056781e-51,0.0930027977112197,0.144,0.03,5.70918273325586e-47,"4","C2"
"Hvcn1.2",2.47439825712277e-51,0.148343131478117,0.601,0.367,5.79528815800724e-47,"4","Hvcn1"
"Blnk.3",3.27167528507354e-51,0.201689672132707,0.874,0.704,7.66259068517074e-47,"4","Blnk"
"Iqgap3.3",4.26727380695981e-51,-0.21674793828531,0.112,0.254,9.99438198328057e-47,"4","Iqgap3"
"Snhg11.3",4.27051916906507e-51,-0.43528962529837,0.76,0.816,1.00019829458673e-46,"4","Snhg11"
"Nfil3",6.89884846441632e-51,0.0870215139212233,0.201,0.059,1.61577929885095e-46,"4","Nfil3"
"Atp6v1b2.2",7.19607129647608e-51,0.201631469607338,0.831,0.684,1.68539185834766e-46,"4","Atp6v1b2"
"Cryz.2",7.41825394577596e-51,0.131201166212229,0.378,0.177,1.73742925664019e-46,"4","Cryz"
"Cenpp.2",8.51527684753317e-51,-0.135436946824352,0.052,0.197,1.99436299046074e-46,"4","Cenpp"
"Cdca7l.2",1.07478302700868e-50,-0.123270232613183,0.039,0.186,2.51724932755703e-46,"4","Cdca7l"
"Pcm1.2",1.17672877653403e-50,-0.224504323181087,0.802,0.844,2.75601646752035e-46,"4","Pcm1"
"Lin9.2",1.36749739248651e-50,-0.191495122764916,0.172,0.352,3.20281564294266e-46,"4","Lin9"
"Pdcd4.2",1.68412666181939e-50,0.100910575805676,0.384,0.19,3.9443930546472e-46,"4","Pdcd4"
"Smc5.3",2.50665968129758e-50,-0.210950487351959,0.448,0.552,5.87084763956706e-46,"4","Smc5"
"Trappc6a.3",2.5695053663107e-50,0.192280813081924,0.744,0.562,6.01803851843628e-46,"4","Trappc6a"
"Pcnt.3",2.85277744229782e-50,-0.220891130486787,0.427,0.485,6.68149004760572e-46,"4","Pcnt"
"Pim1.3",3.16525674585507e-50,-0.184302373504892,0.127,0.308,7.41334782446716e-46,"4","Pim1"
"Prim2.2",6.46267415232376e-50,-0.155987151535834,0.103,0.265,1.51362291321575e-45,"4","Prim2"
"Rfwd3.2",7.18971967447512e-50,-0.189731750373115,0.207,0.368,1.68390424495882e-45,"4","Rfwd3"
"Prkch.2",8.55133546162197e-50,0.0990167855162891,0.314,0.135,2.00280827846648e-45,"4","Prkch"
"Lamtor4.3",1.3074261676752e-49,0.186208819833362,0.945,0.841,3.06212282731209e-45,"4","Lamtor4"
"Gm42047.2",1.31004357048647e-49,-0.438605955518853,0.207,0.35,3.06825304643637e-45,"4","Gm42047"
"Gng12.2",1.40112996288568e-49,0.210343075502493,0.786,0.686,3.28158648607455e-45,"4","Gng12"
"Il3ra.2",1.53152235054046e-49,0.14539706401118,0.461,0.246,3.58697849720081e-45,"4","Il3ra"
"Ramp1.2",1.83126545088422e-49,0.242920211535552,0.798,0.714,4.28900681251594e-45,"4","Ramp1"
"Cenps.2",2.74408825943115e-49,-0.125794131471515,0.052,0.204,6.4269291124137e-45,"4","Cenps"
"Rnf26.3",2.78165734234424e-49,-0.165160982665385,0.311,0.398,6.51491966150443e-45,"4","Rnf26"
"Lpin1.3",2.9123425209497e-49,0.0993655120441551,0.345,0.162,6.8209974183163e-45,"4","Lpin1"
"Dclre1c.2",3.35161166574008e-49,0.129816020246103,0.578,0.354,7.84980968232983e-45,"4","Dclre1c"
"Mgst2",5.68044963471267e-49,0.0797710841903746,0.153,0.035,1.33041810894605e-44,"4","Mgst2"
"Zcwpw1.2",5.8026257813144e-49,-0.170741638780328,0.125,0.303,1.35903298424164e-44,"4","Zcwpw1"
"Rhoc.2",7.1261379911288e-49,0.199168697468868,0.609,0.394,1.66901277890228e-44,"4","Rhoc"
"Ifitm2.3",1.67054585612973e-48,0.235234090804649,0.588,0.389,3.91258544964143e-44,"4","Ifitm2"
"Ccr1.1",1.90038195850897e-48,-0.439522939654935,0.128,0.312,4.45088458502385e-44,"4","Ccr1"
"Rad50.3",1.95565856122276e-48,-0.225539814339039,0.6,0.664,4.58034791623983e-44,"4","Rad50"
"Tmem82",1.98395054518348e-48,0.0560440209927237,0.144,0.034,4.64661057187423e-44,"4","Tmem82"
"Fanca.2",2.3426517224304e-48,-0.0926609019212659,0.016,0.141,5.48672459910424e-44,"4","Fanca"
"Mns1.2",2.40484990654529e-48,-0.114394906883854,0.02,0.149,5.63239896611973e-44,"4","Mns1"
"Alg8.2",2.82665074887581e-48,-0.173298065881585,0.241,0.402,6.62029871894204e-44,"4","Alg8"
"Tecpr1.3",4.39697845749482e-48,0.195341560561818,0.571,0.367,1.02981632452986e-43,"4","Tecpr1"
"Pnpla2.2",4.62063109353496e-48,0.150117050037429,0.495,0.279,1.08219800841682e-43,"4","Pnpla2"
"Pold2.2",4.64730335712228e-48,-0.138255633581937,0.114,0.27,1.08844491927161e-43,"4","Pold2"
"Aprt.2",4.83509374004822e-48,0.221694970735982,0.851,0.735,1.13242730485669e-43,"4","Aprt"
"Kif13b.1",5.39840852598958e-48,0.183269431253928,0.637,0.422,1.26436126087202e-43,"4","Kif13b"
"Cntrl.2",6.98535739182803e-48,-0.202023946043461,0.694,0.72,1.63604055474004e-43,"4","Cntrl"
"Rpa1.2",7.96765553303607e-48,-0.169162472734278,0.248,0.381,1.86610460239238e-43,"4","Rpa1"
"Dbp.2",9.19955857957953e-48,0.0995140993928505,0.277,0.111,2.15462861492332e-43,"4","Dbp"
"Phip.2",1.03019582145458e-47,-0.233325600291567,0.78,0.834,2.41282163342878e-43,"4","Phip"
"Eri2.2",1.11940116026866e-47,-0.149695303818694,0.083,0.241,2.62174945746523e-43,"4","Eri2"
"Cisd1.3",1.78506337696639e-47,-0.166304754165621,0.4,0.494,4.18079693519298e-43,"4","Cisd1"
"Gpr183.3",2.61492236467947e-47,-0.27002979329582,0.54,0.721,6.12440967031579e-43,"4","Gpr183"
"Reep4.3",2.62719475676888e-47,-0.229426830349025,0.338,0.429,6.15315283982841e-43,"4","Reep4"
"Arl4c.3",2.83310453411898e-47,0.198483403185314,0.944,0.824,6.63541412936007e-43,"4","Arl4c"
"Plekhm2.2",3.48756939082312e-47,0.176037497587441,0.623,0.405,8.16823627024684e-43,"4","Plekhm2"
"Cmc1.2",4.04965707727202e-47,0.151119969037271,0.639,0.415,9.4847018406788e-43,"4","Cmc1"
"Socs6.2",4.3730875174871e-47,0.15544848302548,0.51,0.295,1.02422082747065e-42,"4","Socs6"
"Numa1.2",6.16847104841436e-47,-0.184691352300472,0.732,0.718,1.44471760424913e-42,"4","Numa1"
"Grk6.2",7.49401779002364e-47,-0.180891415983864,0.32,0.455,1.75517390660144e-42,"4","Grk6"
"Slc6a6.3",8.13988954660727e-47,0.195890785626959,0.955,0.866,1.90644353071089e-42,"4","Slc6a6"
"Ska3.3",1.26942587386156e-46,-0.0950154919369226,0.019,0.144,2.97312233917116e-42,"4","Ska3"
"Hmgcs1.2",1.51435705939864e-46,-0.225299858112805,0.509,0.577,3.54677566881756e-42,"4","Hmgcs1"
"H2-D1.3",1.51737132613366e-46,0.239529493656536,0.967,0.924,3.55383538293763e-42,"4","H2-D1"
"Lsm3.2",1.53197475296912e-46,-0.173114070264662,0.458,0.548,3.58803806892898e-42,"4","Lsm3"
"Rhno1.2",1.65819087288919e-46,-0.172553576945852,0.227,0.367,3.88364884339378e-42,"4","Rhno1"
"Hist1h3b.2",1.76270207922102e-46,-0.0887187991594273,0.005,0.11,4.12842453974355e-42,"4","Hist1h3b"
"Zgrf1.3",1.86674844461695e-46,-0.117894170154981,0.034,0.172,4.37211153213736e-42,"4","Zgrf1"
"Atp8a2.2",1.97766740122053e-46,0.158226597350137,0.581,0.359,4.63189482039861e-42,"4","Atp8a2"
"Arl11.2",2.54410373817452e-46,0.187338366413101,0.652,0.455,5.95854536517853e-42,"4","Arl11"
"G2e3.3",2.57029859508607e-46,-0.218388805475671,0.153,0.301,6.01989633955108e-42,"4","G2e3"
"Mybl2.2",3.75451234017482e-46,-0.0798473861982989,0.003,0.102,8.79344335192346e-42,"4","Mybl2"
"Ndufv3.2",4.27394383929361e-46,0.188739969468983,0.885,0.786,1.00100038660096e-41,"4","Ndufv3"
"Cfap126",6.25519281478831e-46,0.0567352084110749,0.158,0.043,1.46502870915157e-41,"4","Cfap126"
"Ypel2",8.32862606198776e-46,0.078784082610591,0.194,0.063,1.95064750997815e-41,"4","Ypel2"
"A630089N07Rik.3",9.01027332552671e-46,-0.149506809942222,0.094,0.256,2.11029611557161e-41,"4","A630089N07Rik"
"Hist1h3f.1",9.84704515967886e-46,-0.0803464785507634,0.004,0.105,2.30627644684838e-41,"4","Hist1h3f"
"Mdc1.2",1.03900491882562e-45,-0.172975524802607,0.188,0.356,2.43345342038147e-41,"4","Mdc1"
"Icosl.3",1.56956394048024e-45,-0.151283640064908,0.114,0.293,3.67607570499876e-41,"4","Icosl"
