"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gm26740",2.08211069542512e-36,0.126523622934977,0.707,0.536,4.87651145975517e-32,"1","Gm26740"
"Efhd2",2.93214312497449e-36,-0.149236015261603,0.974,0.967,6.86737241300275e-32,"1","Efhd2"
"Ier5",4.22945977830794e-36,0.123636767608628,0.814,0.661,9.90581774677503e-32,"1","Ier5"
"Mcm6",5.12053040493677e-36,-0.0916290760017094,0.554,0.48,1.19927942614024e-31,"1","Mcm6"
"Ifrd1",5.32657838183036e-36,0.104784455665511,0.471,0.304,1.24753792280849e-31,"1","Ifrd1"
"Dna2",6.99477897128392e-36,0.0914580377167963,0.58,0.413,1.63824718286441e-31,"1","Dna2"
"Mcm2",7.5951388590218e-36,-0.0840137768017704,0.433,0.398,1.7788574721715e-31,"1","Mcm2"
"Hvcn1",9.73984333274791e-36,-0.135128933856557,0.283,0.404,2.28116870696289e-31,"1","Hvcn1"
"Pkib",9.81606715480718e-36,-0.146205257163942,0.473,0.548,2.29902108832739e-31,"1","Pkib"
"Arpp21",1.36941454067108e-35,-0.253433227526204,0.328,0.402,3.20730579570573e-31,"1","Arpp21"
"Flna",1.56691480934722e-35,0.133459653734839,0.884,0.753,3.66987117497213e-31,"1","Flna"
"Adrb2",1.57169504221422e-35,0.119229032973822,0.663,0.492,3.68106695836992e-31,"1","Adrb2"
"Rcbtb2",1.8708132731738e-35,-0.14744785623397,0.763,0.756,4.38163176710036e-31,"1","Rcbtb2"
"Smc5",3.15091726179248e-35,0.108460714158318,0.69,0.522,7.37976331884417e-31,"1","Smc5"
"Acadl",3.57067088250579e-35,0.11221831917092,0.77,0.608,8.36286827391682e-31,"1","Acadl"
"Slfn2",4.32453543772734e-35,0.116391241238105,0.558,0.389,1.01284944487012e-30,"1","Slfn2"
"Add3",5.58239721180484e-35,0.101938856046914,0.529,0.361,1.30745325097681e-30,"1","Add3"
"D3Ertd751e",6.71511290175623e-35,0.108067779336871,0.342,0.195,1.57274659272033e-30,"1","D3Ertd751e"
"Diaph1",8.04761050411141e-35,0.131167909062528,0.598,0.429,1.88483085616793e-30,"1","Diaph1"
"Haus6",8.20703809138496e-35,0.0870135436625034,0.307,0.167,1.92217039138327e-30,"1","Haus6"
"Fabp3",8.9856823632236e-35,-0.109931292930295,0.062,0.162,2.1045366662906e-30,"1","Fabp3"
"E2f2",9.45536342636395e-35,0.0907360164016523,0.226,0.106,2.2145406680887e-30,"1","E2f2"
"Mms22l",1.03393441814082e-34,0.0746393286783505,0.346,0.204,2.42157780072762e-30,"1","Mms22l"
"Wwp2",1.54388596981399e-34,-0.132466402465256,0.48,0.524,3.61593532990134e-30,"1","Wwp2"
"Mrc2",1.5941478740951e-34,0.0832512623326597,0.274,0.143,3.73365373591813e-30,"1","Mrc2"
"Ctsc",1.74307022205992e-34,0.135448697752291,0.981,0.937,4.08244476708653e-30,"1","Ctsc"
"Snap29",1.81921195006655e-34,-0.132230332244459,0.287,0.408,4.26077630825086e-30,"1","Snap29"
"Pard3b",2.37190459412265e-34,0.0700449649127253,0.238,0.117,5.55523774989466e-30,"1","Pard3b"
"Lpgat1",3.3312513760231e-34,-0.156552206269354,0.374,0.474,7.8021238477837e-30,"1","Lpgat1"
"Dtl",3.94185966195742e-34,-0.159929637488113,0.279,0.295,9.23222951427047e-30,"1","Dtl"
"Gm26520",4.32702203319182e-34,-0.142075817438107,0.309,0.412,1.01343183039386e-29,"1","Gm26520"
"Isyna1",5.25708807556782e-34,-0.136855657977924,0.412,0.495,1.23126259817874e-29,"1","Isyna1"
"Diaph2",6.36817416993319e-34,0.13184679772537,0.904,0.787,1.49149007234005e-29,"1","Diaph2"
"Mpp1",8.10035463225263e-34,-0.152158363066946,0.534,0.601,1.89718405841989e-29,"1","Mpp1"
"Fgd4",8.60838122867564e-34,-0.158459254170737,0.536,0.612,2.01616896756812e-29,"1","Fgd4"
"Map1b",8.87371153787406e-34,-0.266946962887035,0.323,0.4,2.07831197928548e-29,"1","Map1b"
"Cadm1",1.40384647770115e-33,0.133071652317919,0.698,0.533,3.28794883542385e-29,"1","Cadm1"
"Psat1",1.52706392469451e-33,0.0803689340618781,0.764,0.611,3.576536418027e-29,"1","Psat1"
"Ppm1h",1.57384428736984e-33,-0.140044475480047,0.543,0.597,3.68610070544891e-29,"1","Ppm1h"
"Sqstm1",1.83433898854888e-33,-0.150388732970997,0.381,0.477,4.29620534508032e-29,"1","Sqstm1"
"Nolc1",2.15327095659945e-33,-0.14146264935747,0.548,0.568,5.04317590745157e-29,"1","Nolc1"
"Mif",2.28891002878292e-33,-0.182545692274688,0.879,0.855,5.36085617841248e-29,"1","Mif"
"Smim10l2a",2.42099357765819e-33,-0.12004421854228,0.156,0.277,5.67020905823326e-29,"1","Smim10l2a"
"P4ha1",3.69221937795853e-33,-0.148853468657862,0.709,0.741,8.64754700511668e-29,"1","P4ha1"
"Ank3",3.73902880097453e-33,-0.178700358147979,0.22,0.294,8.75717935476244e-29,"1","Ank3"
"Nfe2l2",3.9466082918329e-33,-0.141906004515575,0.723,0.752,9.24335128030183e-29,"1","Nfe2l2"
"Tln2",4.16269749259891e-33,-0.150912394603571,0.668,0.696,9.74945379741592e-29,"1","Tln2"
"Slf1",4.16453669838556e-33,0.0534094280249018,0.488,0.345,9.75376140128882e-29,"1","Slf1"
"Ahi1",4.50716505122719e-33,-0.201260140944462,0.397,0.407,1.05562312664792e-28,"1","Ahi1"
"Gria2",8.33618312404992e-33,-0.207055179067836,0.349,0.41,1.95241744948373e-28,"1","Gria2"
"Hmgcr",9.30924217004846e-33,0.0979428774330284,0.613,0.449,2.18031760864705e-28,"1","Hmgcr"
"Bcl2",1.0033129297536e-32,0.103586324805031,0.423,0.269,2.34985921277591e-28,"1","Bcl2"
"Tmem268",1.0875538234431e-32,-0.130806052008896,0.28,0.405,2.54715980988608e-28,"1","Tmem268"
"Chd3",1.11167867727095e-32,-0.186636570581202,0.279,0.38,2.6036626300363e-28,"1","Chd3"
"Plin2",1.35170685092913e-32,-0.220689415445852,0.711,0.724,3.16583261556112e-28,"1","Plin2"
"Dclre1c",1.46742001343804e-32,0.0929837720778115,0.516,0.355,3.43684441347322e-28,"1","Dclre1c"
"Atp1b3",1.74012820950672e-32,-0.128617689179152,0.955,0.934,4.07555427948569e-28,"1","Atp1b3"
"Sdc4",2.15024907097603e-32,-0.204710789163485,0.302,0.418,5.03609834913295e-28,"1","Sdc4"
"Donson",2.5930697581099e-32,0.0890949144259618,0.333,0.193,6.07322868046919e-28,"1","Donson"
"Cacna1a",2.81419994066041e-32,-0.162727206128844,0.258,0.353,6.59113768102075e-28,"1","Cacna1a"
"Zbtb20",3.06939085478431e-32,0.134008253176469,0.592,0.428,7.18882032099033e-28,"1","Zbtb20"
"Tuba1a",3.82259975315766e-32,-0.191281573703734,0.711,0.723,8.95291088187055e-28,"1","Tuba1a"
"Atp6v1b2",3.85360999389728e-32,-0.133026543141075,0.66,0.703,9.02553996670683e-28,"1","Atp6v1b2"
"Btg1",4.12880797717678e-32,-0.162390265295703,0.753,0.789,9.67008116334573e-28,"1","Btg1"
"Pole3",4.23370045927885e-32,0.0922915551028016,0.513,0.353,9.915749845677e-28,"1","Pole3"
"Washc2",4.24726226235843e-32,-0.144744167589298,0.743,0.779,9.94751294466967e-28,"1","Washc2"
"Dynll1",5.58845292873156e-32,-0.140861118839854,0.855,0.842,1.30887156043822e-27,"1","Dynll1"
"Ndufa1",6.3670712863786e-32,-0.118829234624483,0.728,0.741,1.49123176598273e-27,"1","Ndufa1"
"Dpp7",6.71873632404129e-32,-0.109479042251011,0.399,0.447,1.57359523445371e-27,"1","Dpp7"
"Mdfi",6.83971470500178e-32,-0.0795977117218161,0.055,0.151,1.60192958105847e-27,"1","Mdfi"
"Ptprd",1.13859297674291e-31,-0.221881831431195,0.305,0.365,2.66669861082957e-27,"1","Ptprd"
"E2f1",1.40125970960594e-31,-0.154105044654161,0.303,0.383,3.28189036586807e-27,"1","E2f1"
"Nfkbid",1.8169356299531e-31,0.06839370668065,0.204,0.094,4.25544493891316e-27,"1","Nfkbid"
"Tspan4",2.78625244997516e-31,-0.117078201846236,0.682,0.688,6.52568186308681e-27,"1","Tspan4"
"S100a1",3.20466967462671e-31,-0.135483923995524,0.287,0.36,7.50565684494323e-27,"1","S100a1"
"Rap2a",3.85069039324602e-31,-0.145953699085103,0.704,0.738,9.01870197002149e-27,"1","Rap2a"
"Gm1673",5.90133777064924e-31,-0.129694027028308,0.471,0.444,1.38215231926376e-26,"1","Gm1673"
"Atxn10",6.05051309730389e-31,-0.0914152763121744,0.856,0.822,1.41709067251954e-26,"1","Atxn10"
"Iqgap2",6.23798802542745e-31,0.0426899833260222,0.116,0.041,1.46099917543536e-26,"1","Iqgap2"
"Grk6",6.85164190177241e-31,0.103395538610076,0.583,0.423,1.60472304981412e-26,"1","Grk6"
"Rac3",8.1773003930872e-31,-0.128696748342525,0.304,0.395,1.91520552506495e-26,"1","Rac3"
"Nab2",9.67941014514272e-31,0.0918057209177268,0.38,0.235,2.26701465009388e-26,"1","Nab2"
"Ube2h",1.11655622562451e-30,-0.134375809937384,0.402,0.492,2.61508633603516e-26,"1","Ube2h"
"Lgals9",1.17609087095313e-30,-0.129097960044275,0.707,0.71,2.75452242885932e-26,"1","Lgals9"
"Tubb2b",1.21866070217626e-30,-0.159866252895231,0.577,0.631,2.85422523056702e-26,"1","Tubb2b"
"Tef",1.27559767926782e-30,-0.114795716507805,0.157,0.275,2.98757732461317e-26,"1","Tef"
"Pms2",1.90013194525483e-30,0.078065602502983,0.372,0.232,4.45029902898135e-26,"1","Pms2"
"Lsp1",2.11549836852146e-30,-0.170512273322751,0.69,0.703,4.95470872891412e-26,"1","Lsp1"
"Lmna",2.18997139510853e-30,-0.102634908705078,0.134,0.256,5.12913200448369e-26,"1","Lmna"
"Pfkp",2.34787341967857e-30,-0.199929619525002,0.548,0.552,5.49895433622918e-26,"1","Pfkp"
"Mphosph8",2.91029804109016e-30,0.100747079418777,0.574,0.416,6.81620904203727e-26,"1","Mphosph8"
"Pink1",3.78660232328258e-30,-0.107321308193313,0.198,0.3,8.86860130136012e-26,"1","Pink1"
"Meg3",5.44997691628208e-30,-0.44232283313191,0.995,0.993,1.27643909356243e-25,"1","Meg3"
"Gm13710",5.63804433036187e-30,-0.0955280149598709,0.103,0.212,1.32048636261405e-25,"1","Gm13710"
"H2-D1",5.73720603661269e-30,-0.165054773056524,0.937,0.927,1.34371102583506e-25,"1","H2-D1"
"Tnf",5.9992167069474e-30,0.066349623567175,0.205,0.099,1.40507654493415e-25,"1","Tnf"
"Ssu72",6.23968007693747e-30,-0.121892324757655,0.743,0.762,1.46139547081953e-25,"1","Ssu72"
"Gm26917",6.66645308776314e-30,0.180908850576351,0.996,0.964,1.561349977685e-25,"1","Gm26917"
"Mthfd2",6.71947028697156e-30,0.0987880220856456,0.367,0.226,1.57376713591161e-25,"1","Mthfd2"
"Gla",1.33532131734336e-29,0.0502565987721737,0.245,0.135,3.12745605734988e-25,"1","Gla"
"Igf2bp3",2.84559866571736e-29,0.139371367776449,0.738,0.601,6.66467663497663e-25,"1","Igf2bp3"
"Arl8a",3.38849978526893e-29,-0.132577545141855,0.548,0.612,7.93620534707837e-25,"1","Arl8a"
"Aplp2",6.05922576239429e-29,-0.0877664417140088,0.767,0.706,1.41913126581037e-24,"1","Aplp2"
"Il17ra",6.48378309829036e-29,0.112803549457841,0.563,0.408,1.51856683945059e-24,"1","Il17ra"
"Mgll",8.99729517552578e-29,-0.143214646070312,0.401,0.5,2.10725650305989e-24,"1","Mgll"
"Appl2",1.02668725914034e-28,-0.11735227483022,0.219,0.335,2.40460422963259e-24,"1","Appl2"
"Batf3",1.04337969241827e-28,-0.116567170090453,0.202,0.311,2.44369957761282e-24,"1","Batf3"
"Ppan",1.41075666572883e-28,-0.137031449067823,0.363,0.455,3.30413318680348e-24,"1","Ppan"
"Pygl",1.49396620914157e-28,-0.108963476865573,0.183,0.285,3.49901825843047e-24,"1","Pygl"
"Rest",1.61844823151429e-28,-0.155161762551565,0.515,0.596,3.79056760302962e-24,"1","Rest"
"Tifa",1.95150961620337e-28,-0.132120612184858,0.502,0.561,4.5706306721099e-24,"1","Tifa"
"Cd14",2.47347717479061e-28,-0.150278046056708,0.713,0.738,5.79313089107708e-24,"1","Cd14"
"Cd9",2.97015215482463e-28,-0.236147411005032,0.994,0.981,6.95639336181475e-24,"1","Cd9"
"S1pr1",3.39716357930432e-28,-0.121705620989601,0.238,0.342,7.95649681908865e-24,"1","S1pr1"
"Cdk4",3.72202436468906e-28,0.111451102241195,0.946,0.861,8.71735326453825e-24,"1","Cdk4"
"Slc2a5",4.20744678312088e-28,-0.144294255952554,0.728,0.74,9.85426111074742e-24,"1","Slc2a5"
"Ckap4",4.4762589385869e-28,-0.140553080848181,0.335,0.455,1.04838460600644e-23,"1","Ckap4"
"Dmxl1",5.59126491021956e-28,-0.12337823174663,0.705,0.706,1.30953015462252e-23,"1","Dmxl1"
"Skil",5.60471571558096e-28,0.0967171617534637,0.865,0.741,1.31268046774622e-23,"1","Skil"
"Nrxn1",6.32620049619869e-28,-0.187684626297119,0.216,0.289,1.4816594182147e-23,"1","Nrxn1"
"Ubc",6.98140457281312e-28,0.101898502177719,0.998,0.993,1.63511476499856e-23,"1","Ubc"
"Set",1.29384093366115e-27,0.107391332376369,0.992,0.968,3.03030485072778e-23,"1","Set"
"Pcf11",1.45580628704336e-27,0.0966608774199344,0.651,0.5,3.40964390488425e-23,"1","Pcf11"
"Timm8b",2.01143666310155e-27,-0.102041991713201,0.603,0.621,4.71098580865014e-23,"1","Timm8b"
"1700025G04Rik",2.61851166508035e-27,0.0677749401215674,0.345,0.219,6.13281617078468e-23,"1","1700025G04Rik"
"Litaf",3.9337062682968e-27,-0.117260520643545,0.599,0.637,9.21313345097793e-23,"1","Litaf"
"Pmp22",4.00925415106865e-27,-0.19719103026558,0.388,0.481,9.39007414721789e-23,"1","Pmp22"
"Brd2",4.73865192440467e-27,0.0912909064061083,0.807,0.673,1.10983966721482e-22,"1","Brd2"
"Cyp4v3",5.19275369857076e-27,-0.0979362843429807,0.163,0.262,1.21619484374226e-22,"1","Cyp4v3"
"Npl",5.73397895071936e-27,-0.121543784346688,0.874,0.852,1.34295521004798e-22,"1","Npl"
"Filip1l",6.16024426147714e-27,0.10079349501513,0.53,0.383,1.44279080848056e-22,"1","Filip1l"
"Pgk1",6.18153313879778e-27,0.0264645554777374,0.892,0.784,1.44777687643783e-22,"1","Pgk1"
"Slc38a2",6.46252719272195e-27,0.0943990856348865,0.813,0.681,1.51358849380741e-22,"1","Slc38a2"
"Psmc3ip",6.92143328167106e-27,0.0450095886836382,0.279,0.173,1.62106888890018e-22,"1","Psmc3ip"
"Gins1",7.38402264593408e-27,0.0599891550537736,0.329,0.208,1.72941194390422e-22,"1","Gins1"
"Lhfpl2",7.82573080718218e-27,0.0797076311663875,0.467,0.325,1.83286441235014e-22,"1","Lhfpl2"
"Tmem206",8.85006577687638e-27,0.0828768087760939,0.683,0.538,2.07277390560222e-22,"1","Tmem206"
"Sh3bgrl",9.88465192500337e-27,-0.0839870311925117,0.433,0.422,2.31508432735504e-22,"1","Sh3bgrl"
"Lrif1",1.00220374189504e-26,0.081690332691003,0.531,0.386,2.34726138389238e-22,"1","Lrif1"
"Rnf168",1.17934063600357e-26,0.0997355605438716,0.616,0.468,2.76213370358396e-22,"1","Rnf168"
"Dhrs3",1.42181999989779e-26,-0.113055671819216,0.745,0.74,3.33004462176061e-22,"1","Dhrs3"
"Eea1",1.73179825564213e-26,0.106815743470893,0.712,0.568,4.05604469453944e-22,"1","Eea1"
"Tmem237",2.09317992900484e-26,0.0577379582832463,0.257,0.146,4.90243671172224e-22,"1","Tmem237"
"Slc43a2",2.10583659886978e-26,-0.10868740076048,0.616,0.626,4.93207989821291e-22,"1","Slc43a2"
"Hace1",2.22518668030708e-26,0.0831438217053734,0.286,0.166,5.21160972394721e-22,"1","Hace1"
"Rab6b",2.2313485440466e-26,-0.106182674021339,0.17,0.269,5.22604142501154e-22,"1","Rab6b"
"Cpeb4",2.30364687879974e-26,-0.123352966934014,0.401,0.471,5.39537135483688e-22,"1","Cpeb4"
"Nup43",2.46536910986812e-26,0.0492605606411239,0.307,0.195,5.77414099222213e-22,"1","Nup43"
"Nampt",2.77281684119047e-26,-0.101131892286454,0.217,0.305,6.49421432375221e-22,"1","Nampt"
"Tmem63b",2.94619235307365e-26,-0.119335645142837,0.308,0.364,6.90027711013379e-22,"1","Tmem63b"
"Pcyox1",3.09752477927457e-26,0.122344478645741,0.578,0.435,7.25471278553897e-22,"1","Pcyox1"
"Ninj1",3.09907109337546e-26,-0.133014341667001,0.613,0.652,7.25833440779466e-22,"1","Ninj1"
"Hscb",3.95313590610209e-26,-0.103169528284602,0.343,0.418,9.25863960568171e-22,"1","Hscb"
"Tmem106a",4.68082783519763e-26,-0.115075688564026,0.297,0.369,1.09629668728164e-21,"1","Tmem106a"
"Spint1",4.69299240730157e-26,-0.123911443697537,0.2,0.307,1.0991457517141e-21,"1","Spint1"
"Nradd",5.03170545479848e-26,-0.0891290214633739,0.116,0.205,1.17847573456835e-21,"1","Nradd"
"Ets1",5.26840591170537e-26,0.0693120130975127,0.537,0.399,1.23391334858051e-21,"1","Ets1"
"Lpp",5.37025229860355e-26,-0.13640003594889,0.452,0.542,1.25776679085594e-21,"1","Lpp"
"Tceal9",6.10299998517291e-26,0.0864488307260337,0.739,0.599,1.42938362652735e-21,"1","Tceal9"
"Guca1a",6.1124723543789e-26,-0.0937724308892304,0.166,0.269,1.43160215011908e-21,"1","Guca1a"
"Lpl",6.12063230612395e-26,-0.212163646352481,0.873,0.826,1.43351329241729e-21,"1","Lpl"
"Shank1",6.14039187543969e-26,-0.138936157852615,0.18,0.238,1.43814118114673e-21,"1","Shank1"
"Tmem44",6.45394856854164e-26,-0.125355716760311,0.416,0.471,1.51157929423814e-21,"1","Tmem44"
"Slfn9",7.80475688444993e-26,0.0630948466851557,0.317,0.198,1.82795210990702e-21,"1","Slfn9"
"Eva1a",8.3568150406376e-26,-0.117063936886914,0.218,0.327,1.95724965066773e-21,"1","Eva1a"
"Pdia4",8.65687225243814e-26,0.076725629030319,0.911,0.806,2.02752605024354e-21,"1","Pdia4"
"H2-DMa",8.8617297378727e-26,-0.140861349137686,0.375,0.458,2.07550572190716e-21,"1","H2-DMa"
"Bri3bp",9.23535839589736e-26,-0.127763729869679,0.415,0.506,2.16301328990312e-21,"1","Bri3bp"
"Tle3",9.50984072250052e-26,0.102582215033859,0.538,0.392,2.22729979561685e-21,"1","Tle3"
"Hacd4",1.13990867730026e-25,-0.139079215207372,0.633,0.659,2.66978011310495e-21,"1","Hacd4"
"Twf1",1.26313819852045e-25,-0.110852078718564,0.611,0.634,2.95839597475473e-21,"1","Twf1"
"Plin3",1.55462583289677e-25,-0.110245209660934,0.403,0.467,3.64108916322753e-21,"1","Plin3"
"Asb10",1.8053650574452e-25,-0.0921271957276346,0.148,0.239,4.22834550104241e-21,"1","Asb10"
"Crebrf",2.00887345630545e-25,-0.124086273448662,0.273,0.352,4.70498252201299e-21,"1","Crebrf"
"Hif1a",2.07268943710645e-25,-0.12623512105328,0.682,0.701,4.85444593064703e-21,"1","Hif1a"
"Mettl1",2.07804591227697e-25,-0.124130128520089,0.26,0.366,4.86699133114389e-21,"1","Mettl1"
"Chd5",2.35871146671595e-25,-0.140094375250729,0.122,0.195,5.52433812619543e-21,"1","Chd5"
"Ddt",2.4095568137564e-25,-0.101453373433298,0.343,0.415,5.64342301349886e-21,"1","Ddt"
"Mbd4",2.54515870467339e-25,0.0663927383023922,0.285,0.169,5.96101620221555e-21,"1","Mbd4"
"Rasgrp3",2.71348729315472e-25,-0.112701511614322,0.692,0.677,6.35525858929766e-21,"1","Rasgrp3"
"Nfic",3.46909613280324e-25,0.106166841981387,0.855,0.738,8.12497005263847e-21,"1","Nfic"
"Whrn",4.64595325818192e-25,-0.110749410424235,0.277,0.35,1.08812871259879e-20,"1","Whrn"
"Rbfox3",4.94081822179822e-25,-0.129052407643134,0.144,0.215,1.15718903572736e-20,"1","Rbfox3"
"Rfc3",5.74218704700981e-25,0.0277624219160464,0.508,0.394,1.34487762828017e-20,"1","Rfc3"
"Dst",6.01040392859503e-25,-0.164665125225635,0.886,0.876,1.40769670411624e-20,"1","Dst"
"Gde1",7.28888246677481e-25,-0.101693406721755,0.625,0.644,1.70712916254333e-20,"1","Gde1"
"Ube2o",8.01365881678019e-25,-0.0929701808682056,0.139,0.235,1.87687903147809e-20,"1","Ube2o"
"Sqle",8.58861151425743e-25,0.074831136437414,0.435,0.306,2.01153870275423e-20,"1","Sqle"
"Dis3",8.97572029662639e-25,0.07420680538709,0.423,0.29,2.10220345067287e-20,"1","Dis3"
"Ccdc86",9.27895386549655e-25,-0.119577069833379,0.505,0.558,2.17322378483795e-20,"1","Ccdc86"
"Tex9",1.29205231649717e-24,0.0694917526303577,0.225,0.121,3.02611573046802e-20,"1","Tex9"
"Scpep1",1.42037241154857e-24,-0.105887954040108,0.607,0.632,3.32665422508791e-20,"1","Scpep1"
"Atp8a2",1.45661109918864e-24,-0.113536733068968,0.319,0.389,3.41152885540972e-20,"1","Atp8a2"
"Cryba4",1.66214733987184e-24,-0.137215742638667,0.904,0.885,3.89291528471383e-20,"1","Cryba4"
"Khdrbs3",1.82471605599799e-24,0.0755788511182819,0.279,0.165,4.27366747475289e-20,"1","Khdrbs3"
"Thra",2.30104116656368e-24,-0.120999786435249,0.187,0.283,5.3892685162088e-20,"1","Thra"
"Got1",2.61254895456326e-24,-0.100354865317728,0.308,0.376,6.1188509064826e-20,"1","Got1"
"Sh3bp5",2.86389339163074e-24,-0.10875463865152,0.308,0.385,6.70752471253836e-20,"1","Sh3bp5"
"Abcd2",3.20124765896481e-24,-0.125966569596381,0.512,0.565,7.49764214206149e-20,"1","Abcd2"
"Trim2",3.47907768219371e-24,-0.11502734445251,0.215,0.313,8.14834783946588e-20,"1","Trim2"
"Gsn",3.77648449990215e-24,-0.0615869752029221,0.049,0.127,8.84490434722082e-20,"1","Gsn"
"Epsti1",4.11374442825909e-24,-0.0955083292955519,0.428,0.427,9.63480082542562e-20,"1","Epsti1"
"Map2",5.09935513562346e-24,-0.143312153557323,0.242,0.303,1.19431996631437e-19,"1","Map2"
"Ank",5.50086103277981e-24,-0.128627816526799,0.155,0.253,1.28835666248736e-19,"1","Ank"
"H2-DMb1",6.54119148229703e-24,-0.111382589375402,0.322,0.4,1.53201245706879e-19,"1","H2-DMb1"
"Cep162",6.9517218839614e-24,0.0967926444718083,0.41,0.278,1.6281627824426e-19,"1","Cep162"
"Slamf9",7.22456354307664e-24,0.107207229244961,0.427,0.294,1.69206502742398e-19,"1","Slamf9"
"Ddx3x",7.4667875997966e-24,0.0991244178999018,0.935,0.85,1.74879632374836e-19,"1","Ddx3x"
"Rnasel",1.03076836125176e-23,-0.13677636096112,0.503,0.56,2.41416257888776e-19,"1","Rnasel"
"Hyou1",1.06116626875708e-23,-0.115312029780466,0.382,0.446,2.48535751805597e-19,"1","Hyou1"
"Snhg11",1.11296476060334e-23,-0.273452394580099,0.839,0.807,2.60667476580909e-19,"1","Snhg11"
"Ccr5",1.19102836586339e-23,-0.22687530293498,0.887,0.873,2.78950753568866e-19,"1","Ccr5"
"Vegfb",1.26299276636036e-23,-0.0901814869096967,0.714,0.703,2.9580553580926e-19,"1","Vegfb"
"Blvrb",1.45353025037121e-23,-0.118032492008908,0.82,0.791,3.40431319939442e-19,"1","Blvrb"
"Gatm",1.52689285333116e-23,0.0966911689371959,0.944,0.867,3.5761357517869e-19,"1","Gatm"
"Glipr1",1.58801618524718e-23,0.0532625699754056,0.411,0.289,3.71929270746743e-19,"1","Glipr1"
"Slc37a2",1.71518029036765e-23,-0.114605365636728,0.418,0.485,4.01712375807007e-19,"1","Slc37a2"
"Amn1",1.93109353344678e-23,0.0666792866676707,0.529,0.397,4.5228141646857e-19,"1","Amn1"
"Tecpr1",1.95522926534964e-23,-0.0852385845400779,0.368,0.389,4.5793424623754e-19,"1","Tecpr1"
"Nmral1",2.10424207317025e-23,0.0713154901086671,0.48,0.346,4.92834535957203e-19,"1","Nmral1"
"Bzw2",2.44922319095306e-23,-0.114052959126571,0.417,0.476,5.73632563553117e-19,"1","Bzw2"
"Rab11fip5",2.48003816173292e-23,-0.106203283726878,0.261,0.357,5.80849737859468e-19,"1","Rab11fip5"
"Ago2",2.50413973796702e-23,0.0831279587328639,0.643,0.505,5.86494568029255e-19,"1","Ago2"
"Calm3",2.57394726191894e-23,0.0886573734815375,0.956,0.89,6.02844188214035e-19,"1","Calm3"
"5730455P16Rik",3.11003599621822e-23,0.0714883223004586,0.424,0.296,7.2840153067427e-19,"1","5730455P16Rik"
"Fam126b",3.47865893167894e-23,0.0752764609686053,0.383,0.257,8.14736708388525e-19,"1","Fam126b"
"Mras",3.50294858488035e-23,-0.0569369812324343,0.043,0.121,8.20425588064827e-19,"1","Mras"
"Abcb4",3.76262902110174e-23,-0.105642079555921,0.171,0.259,8.81245343032237e-19,"1","Abcb4"
"Zeb1",4.05243356518582e-23,0.0682358384790154,0.616,0.483,9.4912046530217e-19,"1","Zeb1"
"Hpse",4.08215046279876e-23,-0.0823111291141441,0.041,0.106,9.56080459892098e-19,"1","Hpse"
"Cdk2",4.12897107360326e-23,0.0924132953890653,0.439,0.307,9.6704631514862e-19,"1","Cdk2"
"Pcgf6",4.16554114412278e-23,-0.0905445655999241,0.154,0.246,9.75611391364996e-19,"1","Pcgf6"
"Ncl",4.79820062831367e-23,0.0874893064475568,0.999,0.991,1.12378656915735e-18,"1","Ncl"
"Brd3",5.10219676034006e-23,0.0960158318423002,0.721,0.589,1.19498550323925e-18,"1","Brd3"
"Abca9",5.47949696033853e-23,-0.0773935204359524,0.908,0.854,1.28335298308089e-18,"1","Abca9"
